hour,CellID,datetime,internet,calls,sms,population,traffic
40,3200,2013-11-02 16:00:00,53.02463346998937,3.062491740067673,3.61959276429594,5.034650863592709,50.346508635927094
41,3200,2013-11-02 17:00:00,57.83935127048263,4.103427281360125,3.630381076380199,5.230413896389349,52.30413896389349
42,3200,2013-11-02 18:00:00,47.47626393149762,3.0759672009702124,4.360181336371947,5.078980567570417,50.78980567570417
43,3200,2013-11-02 19:00:00,46.64075107776244,2.5004829696312174,3.1279258809368073,4.893695608378225,48.93695608378225
44,3200,2013-11-02 20:00:00,45.53251425212653,1.5072438985882077,3.0946264227810456,4.598655480218262,45.986554802182624
45,3200,2013-11-02 21:00:00,33.84252533288653,0.6000856630599631,1.3373741405723174,4.234001319136756,42.34001319136756
46,3200,2013-11-02 22:00:00,40.34989243493881,0.6779316607388884,1.381299053866728,3.902591535487111,39.02591535487111
47,3200,2013-11-02 23:00:00,31.641600012512747,0.38611069243660506,1.3292236612514554,3.2870638551742277,32.870638551742275
48,3200,2013-11-03 00:00:00,23.03350367949005,0.23416553253575145,1.8060802883527587,2.6480541929091834,26.480541929091835
49,3200,2013-11-03 01:00:00,18.461111156322392,0.24956642674899798,1.158169241356678,2.2753108946078964,22.753108946078964
50,3200,2013-11-03 02:00:00,15.653119080697515,0.11448028604671505,0.15569199535785075,1.8577077715489019,18.57707771548902
51,3200,2013-11-03 03:00:00,15.247367529566093,0.0,0.21626368109503102,1.6573960333855007,16.573960333855005
52,3200,2013-11-03 04:00:00,14.129801489514255,0.061741061352262025,0.28471786863342907,1.5136995393784334,15.136995393784334
53,3200,2013-11-03 05:00:00,15.805308361041607,0.059113560751856115,0.3748719264235302,1.4968199902854047,14.968199902854046
54,3200,2013-11-03 06:00:00,19.296944415496817,0.21293213838120828,0.2537285549491695,1.6872253345553438,16.87225334555344
55,3200,2013-11-03 07:00:00,18.10579305154385,0.3498916968119897,1.7659743679923252,1.843123683149588,18.43123683149588
56,3200,2013-11-03 08:00:00,22.391655228986245,1.1712857702357127,2.8876131176798294,2.039245184164339,20.392451841643393
57,3200,2013-11-03 09:00:00,37.76582493812058,2.1080971904259673,3.409120336461186,2.9135444291549493,29.135444291549494
58,3200,2013-11-03 10:00:00,47.15136777155345,3.4636996543800977,4.295048893016522,3.885234728282144,38.85234728282144
59,3200,2013-11-03 11:00:00,50.035133126370276,2.6486740681303647,4.263696899933719,4.452143981130104,44.521439811301036
60,3200,2013-11-03 12:00:00,43.059762934767,3.185428311474456,4.180300629450162,4.240890571279896,42.408905712798955
61,3200,2013-11-03 13:00:00,39.76398996202816,1.9885384873098626,2.1517508177100555,4.1093388587598545,41.09338858759855
62,3200,2013-11-03 14:00:00,47.645492390635326,2.043480089137293,2.652917950065969,4.587968936945087,45.87968936945087
63,3200,2013-11-03 15:00:00,55.17789415024031,2.7065552965585855,3.2124414862769544,4.9891467183189055,49.89146718318906
64,3200,2013-11-03 16:00:00,55.58914221823623,2.891737640625309,3.8797107693411617,5.360827954314054,53.60827954314054
65,3200,2013-11-03 17:00:00,52.89736171972965,3.2023430614368698,3.8082609899723288,5.425684148235714,54.25684148235714
66,3200,2013-11-03 18:00:00,53.99065748340744,2.9426644294760975,4.979155078560811,5.413339168227556,54.13339168227556
67,3200,2013-11-03 19:00:00,46.47169204151199,1.9206637411422625,3.654677405773094,4.810490897575158,48.10490897575158
68,3200,2013-11-03 20:00:00,38.544473739328474,1.5065378816510728,3.4261815372255016,4.064530504966508,40.64530504966508
69,3200,2013-11-03 21:00:00,37.174142645910756,0.6804326179663625,3.0607986954075392,3.653604594642569,36.53604594642569
70,3200,2013-11-03 22:00:00,44.68302262795696,0.9404590063584936,2.057707028132195,3.633176994445592,36.33176994445592
71,3200,2013-11-03 23:00:00,26.6598802750566,0.17692538951239395,1.508234715248149,3.1068100879319553,31.06810087931955
72,3200,2013-11-04 00:00:00,22.367430650379365,0.02019056191239343,1.2988354252102203,2.7850411308333527,27.850411308333527
73,3200,2013-11-04 01:00:00,20.143143468067613,0.0,0.2951525110161062,2.280415212415944,22.80415212415944
74,3200,2013-11-04 02:00:00,19.958519163565267,0.03892299883946268,0.15569199535785075,2.016530391644257,20.165303916442568
75,3200,2013-11-04 03:00:00,17.563579255433186,0.018732436927069253,0.23937049297807284,1.827662354310882,18.27662354310882
76,3200,2013-11-04 04:00:00,17.63193399141043,0.03892299883946268,0.19461499419731343,1.8183915587761186,18.183915587761184
77,3200,2013-11-04 05:00:00,22.169793176958407,0.2994925682155917,0.583745103347356,1.9534111599874884,19.534111599874883
78,3200,2013-11-04 06:00:00,50.08053662182169,0.8809723377214177,1.8940577687166016,2.929758339324322,29.297583393243222
79,3200,2013-11-04 07:00:00,55.004786719612085,2.11788898605339,4.102293140685992,4.262986886964887,42.629868869648874
80,3200,2013-11-04 08:00:00,45.03172900215022,4.081647055003715,4.519033350361724,4.320057603582741,43.20057603582741
81,3200,2013-11-04 09:00:00,40.13622820487239,5.3463454450929175,4.8560183209814305,4.137175890739594,41.37175890739594
82,3200,2013-11-04 10:00:00,38.53011593580095,5.776194551012017,4.710666767566092,3.9925409596808348,39.92540959680835
83,3200,2013-11-04 11:00:00,36.39117189128327,4.643332758313441,4.0427607442344815,3.853005765262514,38.53005765262514
84,3200,2013-11-04 12:00:00,42.78873447185115,4.541202706034925,3.6594547986789365,4.115495281230374,41.15495281230374
85,3200,2013-11-04 13:00:00,44.02079044665726,4.335497819389286,5.230021192242291,4.474670233031347,44.74670233031347
86,3200,2013-11-04 14:00:00,42.15630213435725,3.7390568714818553,4.687604510854749,4.291337714464182,42.91337714464183
87,3200,2013-11-04 15:00:00,39.96267328993966,5.0434640562593716,4.302856002605389,4.25970499345594,42.5970499345594
88,3200,2013-11-04 16:00:00,40.80072683828288,4.322022774969246,3.645231616427571,4.084145388065095,40.84145388065095
89,3200,2013-11-04 17:00:00,42.83644235247226,4.60041219638393,4.532695023847542,4.003643640779736,40.03643640779736
90,3200,2013-11-04 18:00:00,41.04369838743378,5.356892156557243,4.50504466010174,4.1074299600951285,41.074299600951285
91,3200,2013-11-04 19:00:00,39.71959299030306,2.9196835310101616,3.654029296695917,3.9496868325569823,39.49686832556982
92,3200,2013-11-04 20:00:00,43.73101157965785,1.9432346091869475,4.230592225173837,4.133902615561967,41.33902615561966
93,3200,2013-11-04 21:00:00,48.305953328683195,0.8470647992427915,3.291789607912382,4.356632084147795,43.566320841477946
94,3200,2013-11-04 22:00:00,31.850854357640888,0.6173599750017081,2.3584177000468722,3.862384218324014,38.62384218324014
95,3200,2013-11-04 23:00:00,29.619174684819544,0.2543560944481449,1.2917478462709728,3.2878435083018855,32.87843508301886
96,3200,2013-11-05 00:00:00,24.0455407699407,0.053344017519112115,0.8398714487812103,2.7537186502920523,27.537186502920523
97,3200,2013-11-05 01:00:00,22.079410273474206,0.057240143023357525,0.11676899651838807,2.3799493653125743,23.799493653125744
98,3200,2013-11-05 02:00:00,21.651566103749833,0.0,0.13841768341610566,2.199092192127204,21.99092192127204
99,3200,2013-11-05 03:00:00,18.00629335062575,0.04038112382478686,0.11676899651838807,2.0062570200899987,20.062570200899987
100,3200,2013-11-05 04:00:00,31.17309362322147,0.11448028604671505,0.17442443228492,2.1954829199593178,21.954829199593178
101,3200,2013-11-05 05:00:00,24.38810951040796,0.3456089175166357,0.19753124416796175,2.3879350064922837,23.87935006492284
102,3200,2013-11-05 06:00:00,43.029620771001305,0.9619260602761941,0.7701123437587678,3.0442224721176685,30.442224721176686
103,3200,2013-11-05 07:00:00,49.127219138631766,3.1195601335981014,3.6980106444653043,4.741497699901409,47.41497699901409
104,3200,2013-11-05 08:00:00,42.97224050619199,5.000240793772161,3.58579459305896,4.887825947053567,48.878259470535674
105,3200,2013-11-05 09:00:00,41.96507103918422,4.776198824057025,3.4907149099550248,4.351199347610923,43.51199347610923
106,3200,2013-11-05 10:00:00,35.76449035349485,5.128761753467664,3.7643109596898587,3.8705375518273346,38.70537551827334
107,3200,2013-11-05 11:00:00,34.51448448156895,5.3266680803445645,3.1059149950868092,3.7394051250141964,37.39405125014196
108,3200,2013-11-05 12:00:00,47.51059442481279,4.617861843746375,5.046048038334862,3.924687956283211,39.246879562832106
109,3200,2013-11-05 13:00:00,39.4507096793789,4.620005416090633,4.059587409299352,4.1061677753405,41.06167775340501
110,3200,2013-11-05 14:00:00,36.42626662066608,4.4154591669429015,3.03851607529436,3.958666659173987,39.58666659173987
111,3200,2013-11-05 15:00:00,42.24039879647313,5.529192038199046,3.6907873213846973,4.08263735654826,40.826373565482605
112,3200,2013-11-05 16:00:00,50.41441363896797,6.597610729953299,5.299126989829399,4.476633721622425,44.766337216224244
113,3200,2013-11-05 17:00:00,43.42443654731432,5.189559648349032,4.011566409739131,4.491216907976461,44.91216907976461
114,3200,2013-11-05 18:00:00,45.30262300555089,4.9840525453688445,4.84699156055319,4.507580635060704,45.075806350607046
115,3200,2013-11-05 19:00:00,49.081864005859465,3.6456049587785926,4.006048842850161,4.528766183384179,45.28766183384179
116,3200,2013-11-05 20:00:00,39.358631157552765,2.5625174127198185,2.9437142643980874,4.1212991046240015,41.21299104624001
117,3200,2013-11-05 21:00:00,38.47216120376568,1.4706725669289706,4.231897623104145,3.9732579303618034,39.73257930361803
118,3200,2013-11-05 22:00:00,31.293627164537238,0.7231024522628223,2.373542760839938,3.6691358619141496,36.691358619141496
119,3200,2013-11-05 23:00:00,37.9364848441786,0.1586082453284991,1.1908059778353497,3.6398204765417996,36.398204765417994
120,3200,2013-11-06 00:00:00,28.044720748079204,0.12231274708944231,0.39318907060742503,3.2036614612024588,32.036614612024586
121,3200,2013-11-06 01:00:00,22.586445579910464,0.05480214250443628,0.1902406192413409,2.7459000965176537,27.459000965176536
122,3200,2013-11-06 02:00:00,20.641787376968,0.0,0.1369595584307815,2.3967088418714737,23.967088418714738
123,3200,2013-11-06 03:00:00,20.87555705494422,0.018732436927069253,0.2687141564192416,2.2026329423545428,22.026329423545427
124,3200,2013-11-06 04:00:00,19.726602761422782,0.07743070493575095,0.1527757453872024,2.0765628105757488,20.765628105757486
125,3200,2013-11-06 05:00:00,31.398233291520967,0.34031762373561886,0.33011642764277077,2.4277567412000516,24.277567412000515
126,3200,2013-11-06 06:00:00,45.01690296064974,0.9240458936788812,1.3710519689352223,3.244170948987245,32.44170948987245
127,3200,2013-11-06 07:00:00,55.54186706353224,2.109048010525,2.7220561227792506,5.040648142204191,50.40648142204191
128,3200,2013-11-06 08:00:00,50.18085027881757,5.205350088361567,4.380491300668801,5.3930261982083225,53.93026198208322
129,3200,2013-11-06 09:00:00,43.851352962299245,5.401431470135698,4.691459998641328,4.927230229943204,49.27230229943204
130,3200,2013-11-06 10:00:00,39.81320870890675,5.468023415537742,3.2025817378552177,4.496909840563776,44.969098405637766
131,3200,2013-11-06 11:00:00,41.917247556316504,5.525397125606345,3.841023009912279,4.329319287047431,43.293192870474314
132,3200,2013-11-06 12:00:00,75.57310297452119,5.046221815414342,4.4773232497040905,5.244042484599682,52.440424845996816
133,3200,2013-11-06 13:00:00,43.6228356832042,5.061402809243649,5.372553140196193,4.832128946479431,48.321289464794305
134,3200,2013-11-06 14:00:00,39.618285464601186,4.6906812264647915,4.510036776025837,4.318644321385272,43.18644321385272
135,3200,2013-11-06 15:00:00,43.32017265666907,5.720312653729399,4.801556708963643,4.234545734844673,42.34545734844673
136,3200,2013-11-06 16:00:00,46.26702282544128,6.294632995040105,3.7090024092278933,4.407083717116756,44.07083717116756
137,3200,2013-11-06 17:00:00,45.610298501968835,6.027008819613323,4.291606497738367,4.525876329007189,45.25876329007189
138,3200,2013-11-06 18:00:00,46.72982887269113,5.598367122247427,3.7191034388475215,4.675232203152845,46.75232203152845
139,3200,2013-11-06 19:00:00,41.672629033360835,4.186075435004831,3.870231365950287,4.419303053893712,44.19303053893712
140,3200,2013-11-06 20:00:00,39.888367344294075,2.224039518912037,3.2335509946009435,4.227128923835213,42.27128923835213
141,3200,2013-11-06 21:00:00,46.2811578557819,1.291900423816426,2.418286454072726,4.1924048959153755,41.92404895915375
142,3200,2013-11-06 22:00:00,32.485206971649234,0.8140606336833212,4.597643059364414,4.171118225896961,41.71118225896961
143,3200,2013-11-06 23:00:00,33.059803702580645,0.37258321595185717,1.106775144180506,3.595314524930585,35.95314524930585
144,3200,2013-11-07 00:00:00,25.72704807897391,0.1783835144977181,0.48081570931410106,3.0152669353447963,30.152669353447962
145,3200,2013-11-07 01:00:00,22.10977583659644,0.018732436927069253,0.2701722814045658,2.476700438791015,24.767004387910152
146,3200,2013-11-07 02:00:00,20.257889756810254,0.02019056191239343,0.3326173848702447,2.159670046038508,21.59670046038508
147,3200,2013-11-07 03:00:00,17.734053806273742,0.0,0.2903628433169592,1.8872026000972586,18.872026000972586
148,3200,2013-11-07 04:00:00,16.27292799734449,0.0,0.21043118115373433,1.7873701755561018,17.87370175556102
149,3200,2013-11-07 05:00:00,24.381160567618256,0.20722555185701697,0.4579386075467804,1.9671840311351958,19.671840311351957
150,3200,2013-11-07 06:00:00,44.3764650569744,1.1423609215017247,1.7688906179629738,2.9208023091011555,29.208023091011555
151,3200,2013-11-07 07:00:00,57.169030529112476,2.7005296341170033,4.16439636879713,5.033778609138332,50.337786091383315
152,3200,2013-11-07 08:00:00,48.728752779603006,4.985743688960568,4.440676749097371,5.318825469972604,53.188254699726045
153,3200,2013-11-07 09:00:00,38.45667283330452,5.078232559534327,4.030471513343591,4.577084429467909,45.770844294679094
154,3200,2013-11-07 10:00:00,41.32157930629117,5.933665581641506,4.904204611764769,4.580684602585669,45.80684602585669
155,3200,2013-11-07 11:00:00,39.913655420731246,4.673034436593654,4.639715540254253,3.9747911075485187,39.747911075485185
156,3200,2013-11-07 12:00:00,45.11957354988349,4.714928358528352,3.874157240808688,4.168946167061948,41.68946167061948
157,3200,2013-11-07 13:00:00,40.27826411153783,5.269732388700978,4.94295816746128,4.455146663839205,44.55146663839205
158,3200,2013-11-07 14:00:00,42.52288941665225,4.526573358053507,5.192528821294809,4.560303645208244,45.60303645208244
159,3200,2013-11-07 15:00:00,46.10531625796403,4.9181012576882335,5.878532291435544,4.297444611591725,42.97444611591725
160,3200,2013-11-07 16:00:00,45.50999925628682,5.801563632503253,5.971446701959231,4.46273516087417,44.627351608741705
161,3200,2013-11-07 17:00:00,48.182411347272776,5.913917809565632,4.636960781368849,4.821716313314293,48.21716313314293
162,3200,2013-11-07 18:00:00,45.545047009734034,5.193587579548132,3.3726497599828216,4.7504416818965245,47.50441681896525
163,3200,2013-11-07 19:00:00,44.85935594235816,3.86813350042799,3.6151133215287667,4.511143958320065,45.11143958320065
164,3200,2013-11-07 20:00:00,44.33846396356792,2.4803339626209517,5.428744793165452,4.378381195913629,43.783811959136294
165,3200,2013-11-07 21:00:00,45.05767252966326,1.2025210184764337,3.089941053219251,4.312835174357564,43.128351743575635
166,3200,2013-11-07 22:00:00,39.765941853049696,0.6919373866753635,3.176247499379009,4.383476477749795,43.83476477749795
167,3200,2013-11-07 23:00:00,30.78460962733241,0.44022233873351324,1.4287292869544426,3.63415195157303,36.3415195157303
168,3200,2013-11-08 00:00:00,29.381624729566138,0.09762126684814441,0.5753084794357962,3.1099781017250763,31.099781017250763
169,3200,2013-11-08 01:00:00,21.334425251285644,0.04038112382478686,0.1369595584307815,2.4786053229968097,24.786053229968097
170,3200,2013-11-08 02:00:00,22.022405999817256,0.059113560751856115,0.42878052673306494,2.2299836905626242,22.299836905626243
171,3200,2013-11-08 03:00:00,20.056273762992852,0.05765543576653193,0.27847007594895795,2.0694339204014236,20.694339204014234
172,3200,2013-11-08 04:00:00,20.265827359419493,0.06922316118408571,0.45417604908777975,2.0869625320780814,20.869625320780813
173,3200,2013-11-08 05:00:00,27.84896912789054,0.1346708479591085,0.4611033968534348,2.280611641823375,22.80611641823375
174,3200,2013-11-08 06:00:00,45.029227160245405,0.9263975608591069,1.2774527410084289,3.197247900664691,31.972479006646907
175,3200,2013-11-08 07:00:00,54.380035794223154,3.1166652854338777,3.9244630333865516,5.040141837957004,50.401418379570046
176,3200,2013-11-08 08:00:00,49.87577502110926,4.084701653895267,4.728842477603276,5.1378375137966215,51.378375137966216
177,3200,2013-11-08 09:00:00,37.22479829967019,5.08636557549527,3.511583063325816,4.3532780319523425,43.532780319523425
178,3200,2013-11-08 10:00:00,35.9672551970572,5.79089077315602,4.633540300536787,4.034770832923147,40.34770832923147
179,3200,2013-11-08 11:00:00,41.19468995164029,5.222252552329746,5.109137301230281,3.9645174495351836,39.64517449535184
180,3200,2013-11-08 12:00:00,43.0434813622187,4.821588384570335,5.2828500377736445,4.246180473923245,42.461804739232456
181,3200,2013-11-08 13:00:00,43.5635307757505,5.226314384802835,4.383976478567333,4.467109919847629,44.67109919847629
182,3200,2013-11-08 14:00:00,39.85105708877181,5.623978126093314,5.6698730166691975,4.228941883013609,42.289418830136086
183,3200,2013-11-08 15:00:00,45.02049935781756,5.577785274177829,5.707757335186344,4.286988999305231,42.869889993052304
184,3200,2013-11-08 16:00:00,43.370997145197656,6.736030388193122,6.1703615433217935,4.414075765497664,44.14075765497664
185,3200,2013-11-08 17:00:00,52.597913754989754,7.110475846281333,6.41395688674279,4.774522690323584,47.745226903235846
186,3200,2013-11-08 18:00:00,50.67919851388201,5.091735335513514,5.554525020327706,4.816855532656554,48.16855532656554
187,3200,2013-11-08 19:00:00,43.105360654080044,4.058152265454146,4.997007571961702,4.5917746353475515,45.917746353475515
188,3200,2013-11-08 20:00:00,41.86011547796558,2.341033678136289,3.250331334088959,4.42271748697683,44.2271748697683
189,3200,2013-11-08 21:00:00,37.686237935372425,1.269394487304012,3.2824360651757774,4.169893246088518,41.698932460885175
190,3200,2013-11-08 22:00:00,38.521066852973476,0.35134982179731394,2.2400657755281443,3.9038308784951545,39.038308784951546
191,3200,2013-11-08 23:00:00,34.00860560134215,0.3274124244279233,1.5264025693847956,3.457818790849908,34.578187908499075
192,3200,2013-11-09 00:00:00,32.15313228731673,0.13410626516868585,1.9296365433579807,3.1498304169347735,31.498304169347733
193,3200,2013-11-09 01:00:00,28.85873832096828,0.09762126684814441,0.37344244039027175,3.0255152688333875,30.255152688333876
194,3200,2013-11-09 02:00:00,22.376889334682485,0.11448028604671505,0.30617903027338017,2.483463643977813,24.83463643977813
195,3200,2013-11-09 03:00:00,20.980659311222094,0.057240143023357525,0.2349961180221003,2.1396456290489776,21.396456290489777
196,3200,2013-11-09 04:00:00,18.440552300907573,0.05480214250443628,0.2335379930367761,1.9188025942459201,19.188025942459202
197,3200,2013-11-09 05:00:00,20.37010752726832,0.21007884511911262,0.2882771788326597,1.9041839089836325,19.041839089836326
198,3200,2013-11-09 06:00:00,27.32633862429143,0.4162615647339798,0.5936022469895481,2.204908382947554,22.049083829475542
199,3200,2013-11-09 07:00:00,31.40525613214557,0.8380266700047776,1.8409041157006023,2.751641884012349,27.51641884012349
200,3200,2013-11-09 08:00:00,38.35968941712585,2.729219093930849,3.6635793631863187,3.227056776671807,32.270567766718074
201,3200,2013-11-09 09:00:00,49.82994049671278,3.92462389451597,3.814608031945558,4.296342094908971,42.96342094908971
202,3200,2013-11-09 10:00:00,52.62002665624602,4.87736451033062,4.978449542069941,4.827495835342038,48.27495835342038
203,3200,2013-11-09 11:00:00,69.08107556626713,4.893291005018302,6.059947338728458,5.616108533876746,56.161085338767464
204,3200,2013-11-09 12:00:00,50.81756388297263,3.885266805906453,3.8559217975973925,5.506356328275383,55.06356328275383
205,3200,2013-11-09 13:00:00,46.9845079605107,2.5993748362069193,4.6512453731884795,5.30473570955471,53.0473570955471
206,3200,2013-11-09 14:00:00,53.19401665172245,2.8924287667886635,11.395091154554434,5.316123893354752,53.16123893354752
207,3200,2013-11-09 15:00:00,53.324017523908175,2.388848120946062,4.0325356910652275,5.291629152981697,52.916291529816974
208,3200,2013-11-09 16:00:00,63.34235600204318,5.088822320278237,4.3506074887066095,6.034299656534392,60.342996565343924
209,3200,2013-11-09 17:00:00,53.97941061797326,3.6988501546923778,3.840160231002724,5.376873066706879,53.76873066706879
210,3200,2013-11-09 18:00:00,49.28930972001648,4.688277063256095,5.420785469327753,5.437573798660109,54.375737986601095
211,3200,2013-11-09 19:00:00,48.30056102872188,2.6781773327892986,4.697603311908524,4.963540607360635,49.63540607360635
212,3200,2013-11-09 20:00:00,47.52406667056302,1.600404457141684,2.2134151741754793,4.647895152970743,46.47895152970743
213,3200,2013-11-09 21:00:00,38.98672404815966,1.0332042721687955,2.112682947716112,4.257155414677365,42.57155414677365
214,3200,2013-11-09 22:00:00,36.21208910408471,0.6773670779484657,2.5267832097729794,3.909489951250787,39.094899512507865
215,3200,2013-11-09 23:00:00,36.19738947498018,0.5065500217975487,2.0533580046300832,3.852116385387856,38.52116385387856
216,3200,2013-11-10 00:00:00,32.85225491137175,0.23124928256510313,1.6490659121509434,3.577287148279171,35.77287148279171
217,3200,2013-11-10 01:00:00,27.78750891629992,0.19857407641011157,0.7418978458984443,3.0863934500956813,30.863934500956812
218,3200,2013-11-10 02:00:00,22.61337395699989,0.0,0.17296630729959583,2.602643983217583,26.02643983217583
219,3200,2013-11-10 03:00:00,21.34192638261015,0.02019056191239343,0.4556971307816566,2.3067041838014353,23.067041838014354
220,3200,2013-11-10 04:00:00,20.902748616476703,0.018732436927069253,0.32699713168474887,2.1334840356295923,21.334840356295924
221,3200,2013-11-10 05:00:00,20.71045271206105,0.02019056191239343,0.23124928256510313,2.049057816074742,20.49057816074742
222,3200,2013-11-10 06:00:00,23.30182106416529,0.05765543576653193,0.37908607020591034,2.134211667067895,21.342116670678948
223,3200,2013-11-10 07:00:00,26.497224873818695,0.40630125434899844,1.5827491702132515,2.3901325940019014,23.901325940019014
224,3200,2013-11-10 08:00:00,35.38515864575266,1.076779454208129,2.3398649324770338,2.7973158530560864,27.973158530560866
225,3200,2013-11-10 09:00:00,46.8240707429546,2.60427750137311,3.578722289182587,3.5635042288767442,35.635042288767444
226,3200,2013-11-10 10:00:00,52.078553236077134,2.679701649218547,3.5945339287291493,4.520665915047556,45.20665915047556
227,3200,2013-11-10 11:00:00,51.32846131857762,3.67121596262448,4.435891661001486,4.8179670864029625,48.179670864029625
228,3200,2013-11-10 12:00:00,47.880666168684854,2.882733829143782,4.2235960284218805,4.875931846957418,48.75931846957418
229,3200,2013-11-10 13:00:00,51.167021255548754,1.5712872163180316,3.3196869519161982,4.966365279930361,49.66365279930361
230,3200,2013-11-10 14:00:00,53.202101215627096,2.50786645013011,3.932706869718421,5.19465675901231,51.9465675901231
231,3200,2013-11-10 15:00:00,51.615325141069995,2.4423648051425646,3.556605183557396,5.169830093823093,51.698300938230936
232,3200,2013-11-10 16:00:00,53.02942439026854,2.9240605107456785,2.9831622659495634,5.542300531043153,55.42300531043153
233,3200,2013-11-10 17:00:00,56.53305572616311,2.5506711963397057,3.5733188623561554,5.68094734746735,56.809473474673496
234,3200,2013-11-10 18:00:00,51.9784079155442,2.1089050292379996,2.593829110812147,5.6340438958861645,56.34043895886165
235,3200,2013-11-10 19:00:00,54.574292019843185,2.601902457562741,2.5562376935850764,5.477721493957357,54.77721493957357
236,3200,2013-11-10 20:00:00,42.403915777540185,1.5282020892783972,3.0306672612938024,5.048932194868716,50.489321948687156
237,3200,2013-11-10 21:00:00,41.46856814014721,0.7568204906599636,3.010843498506381,4.451658399684466,44.51658399684466
238,3200,2013-11-10 22:00:00,36.54767806299849,0.683890704053117,2.2390321440544225,4.021138691356709,40.2113869135671
239,3200,2013-11-10 23:00:00,29.069011257286803,0.3707097982233586,1.1294037066118208,3.597578634690491,35.97578634690491
240,3200,2013-11-11 00:00:00,25.848262904214128,0.17359384679857118,1.1781359854311,3.035928421094148,30.35928421094148
241,3200,2013-11-11 01:00:00,21.654963047241253,0.02019056191239343,0.3153430729284996,2.533862773010177,25.33862773010177
242,3200,2013-11-11 02:00:00,21.993847662979608,0.0,0.0980365595913188,2.3525112788177585,23.525112788177584
243,3200,2013-11-11 03:00:00,20.257164942846245,0.02019056191239343,0.17442443228492,2.2093296054732066,22.093296054732065
244,3200,2013-11-11 04:00:00,19.333780489940324,0.02019056191239343,0.2652333236581706,2.041422542006812,20.41422542006812
245,3200,2013-11-11 05:00:00,23.31923310658678,0.24513435740639564,0.5097609134161891,2.154658194283081,21.546581942830812
246,3200,2013-11-11 06:00:00,51.87543785634303,1.0076900735426162,0.910437762659859,3.1985213945878934,31.985213945878932
247,3200,2013-11-11 07:00:00,50.5179991957925,1.9888664002760161,3.387865306034416,4.861582246055683,48.61582246055683
248,3200,2013-11-11 08:00:00,48.41282323043047,5.211299514424871,3.519251343547514,4.923692226120128,49.23692226120128
249,3200,2013-11-11 09:00:00,41.20246767285895,5.851814794927821,4.408823162126102,4.5600822836034,45.600822836034
250,3200,2013-11-11 10:00:00,43.03119554534417,5.08301520356116,4.312717063701612,4.561465557277554,45.61465557277554
251,3200,2013-11-11 11:00:00,40.75004460461458,4.723943111136223,4.835600419267059,4.2910595580550925,42.910595580550925
252,3200,2013-11-11 12:00:00,45.20105753747219,4.223172463295672,4.095204216878853,4.406673701653278,44.066737016532784
253,3200,2013-11-11 13:00:00,46.0389798220707,5.138947856514335,3.2586044393287206,4.923154995696164,49.23154995696164
254,3200,2013-11-11 14:00:00,41.80804458140671,4.384444501804781,3.902083010291242,4.4935200037645915,44.93520003764591
255,3200,2013-11-11 15:00:00,40.91759647051982,5.156296482773475,4.515798206176653,4.411126270721715,44.11126270721715
256,3200,2013-11-11 16:00:00,45.98201067814276,5.907254724137985,4.993809361827322,4.384306785434528,43.84306785434528
257,3200,2013-11-11 17:00:00,42.88860465593297,6.058937798796945,5.00607690153699,4.590318687179578,45.90318687179578
